key	category	model	audio_material	hit_points	gun_type	onscreen_name	ignition_threshold	radar_icon	visible_in_public_ted	fortwall_penetration_chance	collision_3d	destruct_thresholds	joiner	auxiliary	burn_rate	height_map_mesh	ground_type	can_burn	audio_count_as_urban	ability_radius	shares_reload_between_emitters	togleable_icon_path	audio_construction_type_switch	audio_faction_switch	tower_group	destructible
chs_khorne_spike_05	generic	chs_khorne_spike_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_06	generic	chs_khorne_spike_06	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_07	generic	chs_khorne_spike_07	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_09	generic	chs_khorne_spike_09	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_10	generic	chs_khorne_spike_10	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_11	generic	chs_khorne_spike_11	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_12	generic	chs_khorne_spike_12	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_13	generic	chs_khorne_spike_13	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_01	generic	chs_khorne_spike_group_01	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_01a	generic	chs_khorne_spike_group_01a	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_02	generic	chs_khorne_spike_group_02	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_02a	generic	chs_khorne_spike_group_02a	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_03	generic	chs_khorne_spike_group_03	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_03a	generic	chs_khorne_spike_group_03a	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_04	generic	chs_khorne_spike_group_04	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_05	generic	chs_khorne_spike_group_05	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_06	generic	chs_khorne_spike_group_06	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_07	generic	chs_khorne_spike_group_07	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_08	generic	chs_khorne_spike_group_08	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_09	generic	chs_khorne_spike_group_09	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_10	generic	chs_khorne_spike_group_10	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spike_group_11	generic	chs_khorne_spike_group_11	rock	15			100		true	0	false		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spikestrip_01	generic	chs_khorne_spikestrip_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_spikestrip_02	generic	chs_khorne_spikestrip_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_01	generic	chs_khorne_structure_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_02	generic	chs_khorne_structure_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_02_nostairs	generic	chs_khorne_structure_02_nostairs	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_03	generic	chs_khorne_structure_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_04	generic	chs_khorne_structure_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_05	generic	chs_khorne_structure_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_06	generic	chs_khorne_structure_06	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_07	generic	chs_khorne_structure_07	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_08	generic	chs_khorne_structure_08	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_09	generic	chs_khorne_structure_09	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_10	generic	chs_khorne_structure_10	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_base_02	generic	chs_khorne_structure_base_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_base_03	generic	chs_khorne_structure_base_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_base_04	generic	chs_khorne_structure_base_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_base_05	generic	chs_khorne_structure_base_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_base_06	generic	chs_khorne_structure_base_06	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_wall_01	generic	chs_khorne_structure_wall_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_structure_wall_02	generic	chs_khorne_structure_wall_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_torch_01	generic	chs_khorne_torch_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walkway_01_end_01	generic	chs_khorne_walkway_01_end_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walkway_01_flat_01	generic	chs_khorne_walkway_01_flat_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walkway_01_ramp_01	generic	chs_khorne_walkway_01_ramp_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walkway_01_stairs_01	generic	chs_khorne_walkway_01_stairs_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walkway_02_flat_01	generic	chs_khorne_walkway_02_flat_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
chs_khorne_walkway_02_flat_short	generic	chs_khorne_walkway_02_flat_short	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walkway_02_ramp_01	generic	chs_khorne_walkway_02_ramp_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walkway_02_ramp_short	generic	chs_khorne_walkway_02_ramp_short	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_wall_metal_left_01	generic	chs_khorne_wall_metal_left_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_wall_metal_mid_01	generic	chs_khorne_wall_metal_mid_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_wall_metal_right_01	generic	chs_khorne_wall_metal_right_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walldecoration_01	generic	chs_khorne_walldecoration_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_khorne_walldecoration_02	generic	chs_khorne_walldecoration_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
chs_khorne_walldecoration_03	generic	chs_khorne_walldecoration_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	always_indestructible
chs_mountain_01	generic	chs_mountain_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_rockskull_01	generic	chs_rockskull_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_rubble_01	generic	chs_rubble_01	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_rubble_02	generic	chs_rubble_02	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_rubble_03	generic	chs_rubble_03	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_rubble_04	generic	chs_rubble_04	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_bastion_01	generic	chs_ruins_hero_bastion_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_bridge_01	generic	chs_ruins_hero_bridge_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_cathedral_face_01	generic	chs_ruins_hero_cathedral_face_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_cathedral_face_02	generic	chs_ruins_hero_cathedral_face_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_cathedral_face_03	generic	chs_ruins_hero_cathedral_face_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_cathedral_tower_01	generic	chs_ruins_hero_cathedral_tower_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_cathedral_tower_02	generic	chs_ruins_hero_cathedral_tower_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_church_01	generic	chs_ruins_hero_church_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_church_02	generic	chs_ruins_hero_church_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_church_03	generic	chs_ruins_hero_church_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_church_04	generic	chs_ruins_hero_church_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_church_05	generic	chs_ruins_hero_church_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_church_06	generic	chs_ruins_hero_church_06	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_church_07	generic	chs_ruins_hero_church_07	rock	15		key_building	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_face_01	generic	chs_ruins_hero_face_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_face_02	generic	chs_ruins_hero_face_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_face_03	generic	chs_ruins_hero_face_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_face_04	generic	chs_ruins_hero_face_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_gate_01	generic	chs_ruins_hero_gate_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_gate_02	generic	chs_ruins_hero_gate_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_gate_03	generic	chs_ruins_hero_gate_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_gate_04	generic	chs_ruins_hero_gate_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_gate_corner_01	generic	chs_ruins_hero_gate_corner_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_gate_corner_02	generic	chs_ruins_hero_gate_corner_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_gate_large_01	generic	chs_ruins_hero_gate_large_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_pillars_01	generic	chs_ruins_hero_pillars_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_pillars_02	generic	chs_ruins_hero_pillars_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_pillars_03	generic	chs_ruins_hero_pillars_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_pillars_04	generic	chs_ruins_hero_pillars_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_pillars_05	generic	chs_ruins_hero_pillars_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_01	generic	chs_ruins_hero_platform_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_02	generic	chs_ruins_hero_platform_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_03	generic	chs_ruins_hero_platform_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_04	generic	chs_ruins_hero_platform_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_05	generic	chs_ruins_hero_platform_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_06	generic	chs_ruins_hero_platform_06	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_07	generic	chs_ruins_hero_platform_07	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_08	generic	chs_ruins_hero_platform_08	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_09	generic	chs_ruins_hero_platform_09	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_10	generic	chs_ruins_hero_platform_10	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_platform_11	generic	chs_ruins_hero_platform_11	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_square_01	generic	chs_ruins_hero_square_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_square_02	generic	chs_ruins_hero_square_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_stairs_01	generic	chs_ruins_hero_stairs_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_stairs_02	generic	chs_ruins_hero_stairs_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_stairs_03	generic	chs_ruins_hero_stairs_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_stairs_04	generic	chs_ruins_hero_stairs_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_stairs_05	generic	chs_ruins_hero_stairs_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_tower_01	generic	chs_ruins_hero_tower_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_tower_02	generic	chs_ruins_hero_tower_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_tower_03	generic	chs_ruins_hero_tower_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_tower_04	generic	chs_ruins_hero_tower_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_01	generic	chs_ruins_hero_wall_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_02	generic	chs_ruins_hero_wall_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_03	generic	chs_ruins_hero_wall_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_04	generic	chs_ruins_hero_wall_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_05	generic	chs_ruins_hero_wall_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_06	generic	chs_ruins_hero_wall_06	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_07	generic	chs_ruins_hero_wall_07	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_08	generic	chs_ruins_hero_wall_08	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_09	generic	chs_ruins_hero_wall_09	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_add_01	generic	chs_ruins_hero_wall_add_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_add_02	generic	chs_ruins_hero_wall_add_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_gate_01	generic	chs_ruins_hero_wall_gate_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_gate_02	generic	chs_ruins_hero_wall_gate_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_tower_01	generic	chs_ruins_hero_wall_tower_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_tower_02	generic	chs_ruins_hero_wall_tower_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_hero_wall_tower_03	generic	chs_ruins_hero_wall_tower_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_statue_man_bronze_01	generic	chs_ruins_statue_man_bronze_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_ruins_statue_man_stone_01	generic	chs_ruins_statue_man_stone_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_screepile_02_30m	generic	chs_screepile_02_30m	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_screepile_03_30m	generic	chs_screepile_03_30m	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_screepile_30m	generic	chs_screepile_30m	rock	500			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_death_bronze_01	generic	chs_statue_death_bronze_01	rock	15		key_building	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_death_stone_01	generic	chs_statue_death_stone_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_horse_bronze_01	generic	chs_statue_horse_bronze_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_horse_bronze_02	generic	chs_statue_horse_bronze_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_horse_bronze_03	generic	chs_statue_horse_bronze_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_woman_bronze_01	generic	chs_statue_woman_bronze_01	rock	15		key_building_aob_mark_of_sentinel	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_woman_bronze_02	generic	chs_statue_woman_bronze_02	rock	15		key_building_aob_mark_of_vanguard	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_woman_stone_01	generic	chs_statue_woman_stone_01	rock	15		key_building_aob_mark_of_leader	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_statue_woman_stone_02	generic	chs_statue_woman_stone_02	rock	15		key_building_aob_mark_of_sorcerer	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tower_free_01	generic	chs_tower_free_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tower_placement_01	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_chs_javelin	tower_piercing	100	tower_piercing	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_piercing_01	tower	chs	light_armoured_units	default
chs_tower_placement_02	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_chs_javelin_improved	tower_piercing	100	tower_piercing	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_piercing_02	tower	chs	light_armoured_units	default
chs_tower_placement_03	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_chs_hellcannon	tower_magic	100	tower_magic	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_magic_03	tower	chs	heavy_armoured_units	default
chs_tower_placement_04	fort_tower	glb_tower_wood_01	rock	6000	wh3_survival_tower_chs_hellcannon_improved	tower_magic	100	tower_magic	true	0	true		false	false	1.0000	false	rock	false	false	80.0000	true	tower_magic_04	tower	chs	heavy_armoured_units	default
chs_tzeentch_arch_01	generic	chs_tzeentch_arch_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_arm_01	generic	chs_tzeentch_arm_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_arm_01b	generic	chs_tzeentch_arm_01b	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_arm_02	generic	chs_tzeentch_arm_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_arm_02b	generic	chs_tzeentch_arm_02b	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_beak01	generic	chs_tzeentch_beak01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_beak02	generic	chs_tzeentch_beak02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_beak03	generic	chs_tzeentch_beak03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_01	generic	chs_tzeentch_birdhead_01	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_01b	generic	chs_tzeentch_birdhead_01b	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_02	generic	chs_tzeentch_birdhead_02	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_03	generic	chs_tzeentch_birdhead_03	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_04	generic	chs_tzeentch_birdhead_04	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_05	generic	chs_tzeentch_birdhead_05	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_05b	generic	chs_tzeentch_birdhead_05b	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_06	generic	chs_tzeentch_birdhead_06	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdhead_07	generic	chs_tzeentch_birdhead_07	rock	15			100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
chs_tzeentch_birdspike_01	generic	chs_tzeentch_birdspike_01	rock	15		key_building_tze_burning_crystal	100		true	0	true		false	false	1.0000	false	wooden_floor	false	false	0.0000	false				default_value	default
